Team,Name,Playing Role,Batting Style,Bowling Style,Image
Uganda ,Frank Nsubuga,Allrounder,Right hand Bat,Right arm Offbreak,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
Uganda ,Alpesh Ramjani,Allrounder,Left hand Bat,Slow Left arm Orthodox,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
Uganda ,Kenneth Waiswa,Allrounder,Right hand Bat,Right arm Medium,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
Uganda ,Brian Masaba,Bowler,Right hand Bat,"Right arm Fast medium, Right arm Offbreak, Legbreak Googly",https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
Uganda ,Bilal Hassan,Bowler,Right hand Bat,Right arm Medium fast,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
Uganda ,Cosmas Kyewuta,Bowler,Right hand Bat,Right arm Medium,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
Uganda ,Juma Miyagi,Bowler,Right hand Bat,Right arm Medium fast,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
Uganda ,Henry Ssenyondo,Bowler,Right hand Bat,Slow Left arm Orthodox,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
United States of America ,Monank Patel,Wicketkeeper Batter,Right hand Bat,,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
United States of America ,Aaron Jones,Top order Batter,Right hand Bat,Legbreak Googly,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
United States of America ,Andries Gous,Wicketkeeper Batter,Right hand Bat,,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
United States of America ,Nitish Kumar,Top order Batter,Right hand Bat,Right arm Offbreak,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
United States of America ,Shayan Jahangir,Batter,Right hand Bat,Right arm Medium fast,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
United States of America ,Steven Taylor,Opening Batter,Left hand Bat,Right arm Offbreak,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
United States of America ,Corey Anderson,Batting Allrounder,Left hand Bat,Left arm Medium fast,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
United States of America ,Harmeet Singh,Bowling Allrounder,Left hand Bat,Slow Left arm Orthodox,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
United States of America ,Milind Kumar,Allrounder,Right hand Bat,Right arm Offbreak,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
United States of America ,Nisarg Patel,Allrounder,Right hand Bat,Slow Left arm Orthodox,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
United States of America ,Shadley van Schalkwyk,Allrounder,Left hand Bat,Right arm Medium,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
United States of America ,Ali Khan,Bowler,Right hand Bat,Right arm Fast medium,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
United States of America ,Jasdeep Singh,Bowler,Right hand Bat,Right arm Medium,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
United States of America ,Nosthush Kenjige,Bowler,Right hand Bat,Slow Left arm Orthodox,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
United States of America ,Saurabh Netravalkar,Bowler,Right hand Bat,Left arm Fast medium,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
West Indies ,Rovman Powell,Middle order Batter,Right hand Bat,Right arm Medium fast,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
West Indies ,Johnson Charles,Wicketkeeper Batter,Right hand Bat,,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
West Indies ,Shimron Hetmyer,Middle order Batter,Left hand Bat,,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
West Indies ,Shai Hope,Wicketkeeper Batter,Right hand Bat,,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
West Indies ,Nicholas Pooran,Wicketkeeper Batter,Left hand Bat,Right arm Offbreak,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
West Indies ,Sherfane Rutherford,Middle order Batter,Left hand Bat,Right arm Fast medium,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
West Indies ,Brandon King,Top order Batter,Right hand Bat,,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
West Indies ,Roston Chase,Allrounder,Right hand Bat,Right arm Offbreak,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
West Indies ,Kyle Mayers,Batting Allrounder,Left hand Bat,Right arm Medium,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
West Indies ,Andre Russell,Allrounder,Right hand Bat,Right arm Fast,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
West Indies ,Romario Shepherd,Bowling Allrounder,Right hand Bat,Right arm Fast medium,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
West Indies ,Jason Holder,Bowling Allrounder,Right hand Bat,Right arm Medium fast,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
West Indies ,Alzarri Joseph,Bowler,Right hand Bat,Right arm Fast,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
West Indies ,Akeal Hosein,Bowler,Left hand Bat,Slow Left arm Orthodox,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
West Indies ,Shamar Joseph,Bowler,Left hand Bat,Right arm Fast,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
West Indies ,Obed McCoy,Bowler,Left hand Bat,Left arm Fast medium,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
West Indies ,Gudakesh Motie,Bowler,Left hand Bat,Slow Left arm Orthodox,https://wassets.hscicdn.com/static/images/lazyimage-noaspect.svg
